time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
0.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.200,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.320,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.360,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.520,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.560,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.142,0.506, 105.731, 352.459,0.783, 0.769, -1.817,14.922, 12.572, 4.115,null,null,null,null,null,null
0.720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.140,0.813, 105.536, 352.705,0.783, 0.770, -1.817,14.541, 13.003, 3.537,null,null,null,null,null,null
0.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.809, 1.276, -2.137,1.093, 105.007, 352.999,0.783, 0.770, -1.817,14.592, 13.145, 3.719,null,null,null,null,null,null
0.800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
0.840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
0.880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
0.920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
0.960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
1.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.808, 1.276, -2.130,1.419, 103.895, 353.772,0.783, 0.771, -1.817,15.542, 13.002, 3.925,null,null,null,null,null,null
1.040,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810, 1.277, -2.118,2.064, 101.310, 355.121,0.782, 0.772, -1.818,16.657, 13.113, 5.594,null,null,null,null,null,null
1.080,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810, 1.277, -2.105,2.686, 97.589, 356.023,0.781, 0.775, -1.818,18.490, 12.735, 7.327,null,null,null,null,null,null
1.120,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810, 1.277, -2.105,2.686, 97.589, 356.023,0.781, 0.775, -1.818,18.490, 12.735, 7.327,null,null,null,null,null,null
1.160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810, 1.277, -2.105,2.686, 97.589, 356.023,0.781, 0.775, -1.818,18.490, 12.735, 7.327,null,null,null,null,null,null
