time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
1.600,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.640,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.760,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.800,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.840,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.880,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.920,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
1.960,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.625, 1.245, -3.059,0.847, 346.414, 352.497,1.783, 0.790, -3.069,356.379, 23.058, 327.150,null,null,null,null,null,null
