time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,PointerHead1X,PointerHead1Y,PointerHead1Z,PointerHand1X,PointerHand1Y,PointerHand1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,PointerHead2X,PointerHead2Y,PointerHead2Z,PointerHand2X,PointerHand2Y,PointerHand2Z
0.000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.055, 1.301, -0.865,2.598, 13.123, 354.134,-0.137, 0.610, -0.706,23.583, 318.121, 11.626,null,null,null,null,null,null
0.026,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.055, 1.301, -0.865,2.598, 13.123, 354.134,-0.137, 0.610, -0.706,23.583, 318.121, 11.626,null,null,null,null,null,null
0.033,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.300, -0.863,3.253, 12.952, 354.294,-0.137, 0.611, -0.706,23.666, 318.222, 11.560,null,null,null,null,null,null
0.039,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.050,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.057,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.064,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.071,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.077,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.083,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.089,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.096,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.116,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.121,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.056, 1.298, -0.860,4.129, 12.682, 354.465,-0.137, 0.612, -0.707,23.802, 318.419, 11.663,null,null,null,null,null,null
0.128,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.057, 1.298, -0.857,4.915, 12.472, 354.736,-0.137, 0.612, -0.707,23.766, 318.361, 11.637,null,null,null,null,null,null
0.134,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.058, 1.296, -0.854,5.739, 12.115, 355.104,-0.138, 0.612, -0.707,23.615, 318.183, 11.587,null,null,null,null,null,null
0.140,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.147,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.153,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.160,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.166,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.172,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.178,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.191,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.060, 1.294, -0.850,6.670, 11.466, 355.351,-0.138, 0.611, -0.706,23.507, 318.036, 11.672,null,null,null,null,null,null
0.210,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.061, 1.294, -0.847,7.295, 10.838, 355.614,-0.138, 0.611, -0.707,23.487, 318.125, 11.720,null,null,null,null,null,null
0.215,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.064, 1.292, -0.846,7.542, 10.374, 355.841,-0.138, 0.611, -0.707,23.523, 318.202, 11.650,null,null,null,null,null,null
0.222,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.065, 1.291, -0.843,8.143, 9.684, 356.018,-0.138, 0.611, -0.707,23.543, 318.167, 11.582,null,null,null,null,null,null
0.229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,-0.065, 1.291, -0.843,8.143, 9.684, 356.018,-0.138, 0.611, -0.707,23.543, 318.167, 11.582,null,null,null,null,null,null
