time in s, LocalHeadX, LocalHeadY, LocalHeadZ,LocalHeadEulerX, LocalHeadEulerY, LocalHeadEulerZ, ControllerX, ControllerY, ControllerZ,ControllerEulerX, ControllerEulerY, ControllerEulerZ,Pointer1X,Pointer1Y,Pointer1Z,RemoteHeadX, RemoteHeadY, RemoteHeadZ,RemoteHeadEulerX, RemoteHeadEulerY, RemoteHeadEulerZ, RemoteControllerX, RemoteontrollerY, RemoteControllerZ,ControllerEulerX, RemoteControllerEulerY, RemoteControllerEulerZ,Pointer2X,Pointer2Y,Pointer2Z,
0.040,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.080,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.160,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.200,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.240,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.280,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.320,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.360,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.400,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.440,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.480,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.520,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.560,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.600,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.640,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
0.680,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.000, 0.000,0.000, 0.483, 3.070,0.000, 0.000, 0.000,0.000, 0.470, 3.120,0.000, 0.000, 0.000,0.000, 0.000, 0.000
