138,138,302.34015,1660.8844,-924.9176
139,139,-55.862267,1741.1337,-894.79626
140,140,-83.44106,1726.007,-816.043
141,141,207.98428,1503.3716,-1324.3741
142,142,268.2007,1420.6361,-821.6641
143,143,-186.09035,1507.6592,-1137.1526
144,144,8.750835,1249.72,-1016.19806
145,145,267.88763,1174.0743,-1438.4353
146,146,290.7528,645.028,-1111.0851
147,147,695.73444,815.4545,-1380.1116
148,148,683.2793,730.56287,-1309.5627
149,149,479.05228,684.5197,-1567.5045
150,150,236.13162,679.67694,-1015.49255
151,151,340.43643,338.85312,-777.5073
152,152,140.19371,395.4637,-955.6785
153,153,524.53235,465.22446,-845.48016
154,154,174.25587,1201.2017,-1340.2559
155,155,152.45619,1068.5215,-1283.1665
156,156,474.28232,1315.8401,-1405.1265
157,157,653.9625,1013.3874,-1135.2719
158,158,231.57858,1470.2916,-1189.7864
159,159,244.54999,1512.6254,-906.7445
160,160,-82.51515,1520.8118,-1209.3915
161,161,183.46088,1264.4857,-749.54016
162,162,404.77994,785.62744,-1062.2542
163,163,444.1191,896.58093,-1344.1509
164,164,326.17126,868.9351,-1507.3013
165,165,419.81833,699.7422,-706.2722
166,166,415.4085,954.5706,-849.759
167,167,374.70908,318.13962,-708.7993
168,168,573.87164,581.4473,-865.731
169,169,307.32104,472.5865,-724.76685
170,170,-91.50614,1299.2534,-1323.2341
171,171,-238.3027,1211.6963,-774.57526
172,172,-19.638731,954.5423,-1307.7799
173,173,233.7486,1116.4059,-1352.1522
174,174,103.800995,949.3279,-1082.1534
175,175,-224.58006,1200.843,-1850.702
176,176,-234.0496,1228.7397,-1837.2577
177,177,690.8005,1116.0154,-1158.7511
178,178,584.6675,828.7766,-1058.0868
179,179,-187.69522,928.6457,-1541.835
180,180,-143.77159,889.4508,-1508.9299
181,181,-107.756035,904.6336,-1734.6455
182,182,-130.43108,899.37244,-1696.4894
183,183,-216.74677,1069.798,-1509.6271
184,184,-64.171265,1262.619,-1157.209
185,185,103.808464,1260.2052,-1268.2538
186,186,67.71352,291.296,-1447.6198
187,187,189.47813,381.52176,-1526.8329
188,188,35.375565,380.88742,-1519.1053
189,189,-55.777184,286.69662,-1389.8666
190,190,72.87597,404.51318,-1284.2506
191,191,-282.7712,275.27542,-1122.1301
192,192,387.18234,1035.1284,-1479.5824
193,193,465.28568,1088.9506,-1160.4657
194,194,446.34024,367.01038,-1508.9749
195,195,52.23153,359.24002,-1642.2933
196,196,195.80124,229.5293,-1447.7196
197,197,-41.223484,374.13428,-1431.5421
198,198,24.08913,1116.4373,-1395.1582
199,199,244.76534,1091.8983,-1133.599
200,200,421.17807,1195.836,-1224.1023
201,201,-97.39159,1684.4648,-1192.0941
202,202,17.556772,1561.6868,-743.6225
203,203,309.08224,516.7798,-1647.3451
204,204,218.36365,628.4923,-1623.6686
205,205,565.0556,749.17194,-1719.5558
206,206,540.503,767.82196,-1792.5131
207,207,303.98453,548.15106,-1779.44
208,208,281.73706,576.6397,-1739.2429
209,209,32.130238,610.3616,-1749.6887
210,210,120.83716,606.97845,-1757.5253
211,211,1042.8949,1150.7494,-1179.7561
212,212,141.8647,771.5399,-1586.8069
213,213,321.09665,1864.937,-1239.6174
214,214,279.4403,1872.7902,-1091.7028
215,215,465.14682,507.5604,-1562.5807
216,216,-20.632202,682.6665,-1431.3192
217,217,92.18119,600.6609,-1422.1201
218,218,466.08426,494.65485,-1336.291
219,219,503.44562,530.3621,-1265.9866
220,220,719.84827,1033.6122,-1408.2247
221,221,767.0877,925.2147,-1114.368
222,222,-218.67325,1017.08746,-1242.3109
223,223,300.5072,439.13834,-1670.2422
224,224,378.1841,420.67484,-1571.6752
225,225,3.4543922,404.74503,-1332.745
226,226,122.13391,581.5732,-998.04736
227,227,222.34055,587.9916,-848.9581
228,228,244.55243,513.76324,-1186.3058
229,229,362.66898,487.32382,-1160.5516
230,230,104.41077,396.48047,-1122.0544
231,231,-133.73311,54.346153,-897.7044
232,232,-199.61642,26.044624,-976.46643
233,233,-339.25742,-20.558899,-1008.5152
234,234,294.62848,542.7289,-1027.0851
235,235,228.94609,426.257,-1044.656
236,236,176.85918,325.79996,-1070.1724
237,237,211.66138,395.21255,-1163.4364
238,238,-67.8451,163.03598,-1119.3689
239,239,-94.31987,204.08234,-1335.3853
240,240,47.765125,486.4648,-1128.711
241,241,108.07006,237.35966,-1180.9648
242,242,-84.53227,240.7327,-1106.1035
243,243,-256.5003,-45.8819,-1054.8027
244,244,-150.3769,235.15944,-1416.4061
245,245,312.5709,306.18234,-994.0038
246,246,98.17905,117.1409,-1052.9573
247,247,-49.930935,59.649864,-1067.7772
248,248,-307.4162,73.80069,-1164.4562
249,249,-105.64938,492.59717,-1263.4695
250,250,118.15423,370.4206,-1508.1675
251,251,387.3821,622.3994,-848.79626
252,252,322.73764,577.38086,-896.1806
253,253,230.1546,602.8019,-965.9197
254,254,299.44247,361.66702,-1130.296
255,255,278.73688,566.6616,-1089.4989
256,256,3.902631,256.82364,-964.4578
257,257,-253.59117,135.34535,-971.3567
258,258,-354.0659,270.22607,-1221.9633
259,259,-323.29153,162.5734,-1143.8187
260,260,-155.71733,492.47208,-1479.4327
261,261,-48.091324,386.3765,-1195.0214
262,262,2.2544858,281.21326,-1153.7701
263,263,-123.77126,344.6445,-1223.4722
264,264,-112.03585,235.89212,-1191.1771
265,265,-184.99167,340.08832,-1233.1393
266,266,-224.78613,247.9841,-1218.3135
267,267,-391.28073,172.61732,-965.29803
268,268,418.74374,419.4422,-790.7512
269,269,499.1143,414.19925,-925.0517
270,270,465.31525,266.3667,-972.6097
271,271,550.86255,529.85046,-1075.906
272,272,618.0409,609.23566,-1082.9979
273,273,97.70345,151.21298,-1169.4465
274,274,-132.15187,104.15687,-1340.2275
275,275,123.10459,204.3276,-1437.3936
276,276,316.43933,424.9635,-877.5955
277,277,327.9627,220.96304,-1013.75934
278,278,156.22093,162.11049,-1003.7886
279,279,20.873892,93.6855,-978.9373
280,280,-38.480347,9.755411,-981.70245
281,281,-237.47336,1.7067252,-1087.7382
282,282,-259.41675,32.946075,-1168.0383
283,283,1601.6454,4438.924,1918.5774
284,284,-779.3547,-3615.032,510.117
285,285,4477.0596,127.26473,1242.666
286,286,-2991.6646,-1661.2076,696.86694
287,287,-181.55888,-4438.5615,709.6483
288,288,-2130.5623,-2910.4832,556.5794
289,289,-3153.033,-1520.8639,688.016
290,290,-3128.1892,-1731.4672,619.4619
291,291,-329.3881,392.78058,-690.48615
292,292,-380.0164,418.83148,-729.8707
293,293,-336.8431,425.41,-674.73926
294,294,-314.5106,433.4969,-643.7619
295,295,-307.69427,403.4355,-662.5602
296,296,-344.51236,454.08475,-655.0225
297,297,-352.29175,400.8782,-715.7752
298,298,-367.6065,422.60635,-689.757
299,299,-387.6172,448.5875,-712.7613
300,300,-369.364,458.77142,-681.81415
301,301,-203.54797,1242.6636,-1850.0133
302,302,-193.82867,1214.6183,-1863.0323
303,303,595.0923,1463.563,-1073.5493
304,304,2944.4172,-3376.0051,815.0165
305,305,-133.1144,616.9596,-879.9921
306,306,-61.72061,1145.0084,-1545.0776
