1,1,327.44257,1543.0311,-977.96936
2,2,190.53906,1737.6897,-1170.8951
3,3,-383.0088,1715.1167,-1016.484
4,4,-200.76662,1711.648,-563.2367
5,5,-592.99634,1385.292,-1005.2059
6,6,-466.6143,1330.1265,-555.9943
7,7,-527.6849,1487.6534,-842.2206
8,8,-398.96008,1531.5557,-505.06238
9,9,-560.0424,1591.1432,-974.5439
10,10,-477.7607,1551.648,-523.3951
11,11,-603.15906,1702.8916,-1014.67725
12,12,-552.98303,1534.369,-523.13513
13,13,-419.47174,1720.1371,-913.45355
14,14,-386.942,1734.8336,-491.706
15,15,-512.47144,1898.137,-898.8928
16,16,-459.0784,1789.6643,-450.9386
17,17,-366.99408,1793.3843,-899.65546
18,18,-233.68611,1610.1217,-601.5581
19,19,-575.0487,1783.1254,-985.2473
20,20,-471.78534,1659.016,-637.65344
21,21,-402.13358,1881.1416,-1058.4268
22,22,-449.2898,1818.5327,-533.34955
23,23,-419.3262,1694.0511,-1155.9055
24,24,-318.4615,1554.3024,-486.1087
25,25,-260.40677,1268.0741,-793.1806
26,26,-653.47595,1628.0374,-680.5837
27,27,-595.2465,1642.1824,-630.0574
28,28,-316.68826,1723.362,-740.35376
29,29,-572.7874,1461.8674,-1004.8614
30,30,-415.95026,1291.2981,-561.5737
31,31,-633.6369,1628.004,-823.7821
32,32,-484.9358,1618.8368,-440.26773
33,33,-376.85938,1594.9651,-1135.007
34,34,-170.47054,1526.1548,-507.21982
35,35,-296.31763,1809.071,-875.91064
36,36,-190.84633,1446.6942,-606.52625
37,37,-327.68924,1585.7607,-943.3222
38,38,-362.4684,1534.6475,-830.2027
39,39,376.47778,1373.7168,-934.2371
40,40,-416.615,1644.6462,-1045.5392
41,41,-298.0895,1445.3496,-602.8036
42,42,-135.86078,840.0126,-1253.4467
43,43,6.6100287,1563.2097,-1286.3073
44,44,61.590534,1563.6633,-601.5063
45,45,241.67528,1850.2548,-1312.2963
46,46,529.1024,1664.0688,-827.41296
47,47,312.01865,1394.9491,-1354.948
48,48,562.4772,1345.7618,-1196.027
49,49,817.2992,2044.1201,-1322.9901
50,50,908.23914,1989.3358,-972.898
51,51,545.5973,1648.3516,-1213.0896
52,52,473.7823,1516.0948,-1089.7347
53,53,562.9455,1855.2338,-870.6153
54,54,635.7503,1816.1381,-1317.7285
55,55,444.70795,1760.5095,-1212.2078
56,56,505.1997,1583.1659,-937.90454
57,57,749.0973,1936.7697,-1067.6094
58,58,865.5752,1872.2544,-1168.632
59,59,847.1321,1767.2583,-1434.711
60,60,677.7582,1692.8485,-825.82666
61,61,443.02322,1428.7305,-1364.4066
62,62,586.1627,1273.8104,-946.1184
63,63,808.7568,1937.9476,-1252.7837
64,64,938.6264,1806.7672,-1050.463
65,65,953.0936,1338.6641,-1532.4196
66,66,996.89264,1079.4176,-1060.3672
67,67,825.78644,1536.7114,-1446.0464
68,68,1003.3043,1363.6632,-1035.077
69,69,42.142464,1600.6102,-1328.8219
70,70,285.80664,1628.3547,-735.71246
71,71,107.439354,847.5893,-1402.068
72,72,178.09668,757.5479,-1219.8834
73,73,320.27768,988.67664,-1303.8247
74,74,336.97845,970.62396,-1127.1577
75,75,360.89725,614.7801,-1380.4537
76,76,380.06818,727.19476,-1446.1842
77,77,71.149956,1079.634,-962.74677
78,78,210.64865,1005.33026,-936.36725
79,79,621.2781,1154.0532,-1259.1193
80,80,613.44366,1094.47,-1487.3846
81,81,531.5801,906.26196,-1306.9479
82,82,488.07944,961.8061,-1459.6682
83,83,701.37537,1968.9022,-1325.1119
84,84,863.30444,1783.2128,-960.49994
85,85,455.0971,1590.7295,-1284.0775
86,86,638.26,1617.1519,-897.9613
87,87,754.391,1843.895,-1190.8468
88,88,869.8197,1813.4783,-1140.8236
89,89,-29.506441,1859.8922,-976.9763
90,90,15.635818,1805.244,-753.6925
91,91,73.86849,1666.5568,-1109.7057
92,92,141.67485,1666.9535,-759.43085
93,93,-172.30794,1633.4506,-999.5501
94,94,-261.39,1571.2686,-821.1849
95,95,133.9782,1503.0844,-1078.6383
96,96,248.23215,1416.3156,-1023.3951
97,97,-88.74447,1780.9961,-698.38306
98,98,-208.83029,1764.4084,-917.66095
99,99,-175.6159,1655.8279,-697.84283
100,100,-104.839294,1554.1566,-741.34106
101,101,-413.91263,1714.6583,-707.0825
102,102,-421.83575,1499.6311,-660.65405
103,103,-9.090754,1518.822,-1094.1869
104,104,79.75588,1429.7124,-974.4488
105,105,-394.664,1646.534,-1463.7148
106,106,-436.99335,1565.2539,-1177.0386
107,107,-165.43285,1668.5983,-866.42664
108,108,-174.12599,1796.8069,-865.78894
109,109,790.1111,1657.2811,-1360.3896
110,110,866.81244,1600.3148,-1031.7081
111,111,702.24146,1278.97,-1403.4365
112,112,873.6748,1167.1029,-1100.1228
113,113,690.6912,1940.1508,-1205.0254
114,114,714.7485,1845.8539,-877.0347
115,115,46.13578,1279.6663,-1176.3962
116,116,6.139278,1381.7222,-1271.0134
117,117,478.92197,641.8266,-1211.9703
118,118,-220.9102,1854.721,-768.0647
119,119,381.73206,1638.1942,-1130.193
120,120,-119.286095,1492.0763,-912.5902
121,121,-442.83826,1602.2974,-715.7156
122,122,-455.4233,1703.3539,-777.8127
123,123,124.01156,1364.3832,-882.72565
124,124,79.80168,1386.921,-1044.915
125,125,-230.12007,1360.9747,-873.6178
126,126,-301.60666,1471.2874,-919.3392
127,127,273.41406,1588.9478,-1250.6051
128,128,139.84929,1590.711,-990.5853
129,129,-220.3732,1517.4822,-746.381
130,130,-296.0365,1658.899,-1245.2732
131,131,-293.68317,1748.5535,-1194.9304
132,132,-68.22922,1555.7002,-670.4856
133,133,-379.4392,1346.0472,-1260.2336
134,134,-433.69058,1274.0792,-1018.2295
135,135,16.733158,1366.0656,-915.43665
136,136,-79.52491,1372.5055,-1107.0051
137,137,237.45135,1639.4762,-1323.1355
